Company,Date,Link,Title,Text
GraceKennedy,09/27/2022,https://jamaica.loopnews.com/content/gk-volunteers-remove-over-37k-pounds-garbage-kingston-harbourr,"GK, volunteers remove over 37k pounds of garbage from Kingston Harbour","The restoration of the Kingston Harbour has been a long-standing area of focus for the GraceKennedy Foundation (GKF). Accordingly, each year the Foundation coordinates beach clean-ups along the Kingston Harbour coastline.

This year, GKF removed over 37,000 pounds of garbage at its annual clean-up series during held on September 10 and 17 respectively.

The first clean-up on September 10, saw over 200 GK staff and their families, GK scholars, members of Kingston Church of Christ, Tornadoes Swim Club and teachers, and students and parents of Hopefield Prep, turn out to clean up Gun Boat Beach on the Palisadoes strip in Kingston. 

Gail Moss-Solomon, General Counsel & Chief Corporate Secretary of GraceKennedy Limited, volunteered at the clean-up with her daughter, Sierra. Moss-Solomon explained that she attends the clean-up activity annually with her daughters.

“It’s important to do whatever we can to save mankind. GraceKennedy has been committed for many years to being kind to the environment and has solidified its commitment by ensuring that ESG is a key pillar in our 2030 vision,” she added. 

Oliver Tomlinson, Acting CEO of Canopy Insurance commented, “This is my first beach clean-up and it is an amazing experience, a huge eye opener. I had no idea there was so much waste on the coastline, we are damaging the environment and we cannot continue like this.”

“I really feel sad for all the animals living in the mangroves after seeing all those plastic bottles that have washed ashore,” commented Ria Maragh, a grade six student at Hopefield Prep. 

In two hours, the volunteers collected approximately 32,000 pounds of waste from the site, including 2,272 pounds of plastics and 29,374 pounds of other waste. "
GraceKennedy,03/24/2022,https://jamaica.loopnews.com/content/gracekennedy-foundation-offer-digital-scholarshipss,GraceKennedy Foundation to offer digital scholarships,"GraceKennedy Financial Group (GKFG) has launched its financial education series, dubbed Talk Sense, aimed at demystifying financial concepts for Jamaicans to boost financial literacy.

The hybrid launch of the GK Money Sense Masterclass was held on Tuesday in collaboration with local entertainer Kemar ‘Ding Dong’ Ottey and will focus on teaching the public about budgeting, saving, insurance, remittances, pensions, financial security, among others, over an 18-week period.

Packaged in short relatable episodes for social media, the programme aims to help the average citizen understand financial topics that are often technical and difficult to understand.

Speaking to the importance of breaking down traditional financial concepts into simple language in the design of the programme, Deputy CEO of GKFG, Steven Whittingham said one of the core elements of Talk Sense is to demystify financial products by removing the complexity of financial information to promote education and ease of access for customers.

For CEO of GKFG, Grace Burnett, Ding Dong’s “authentic” personality resonates with average Jamaica so he will be key in helping to transmit the information in easily understood ways to the average man.

GKFG took this approach, she said, since many Jamaicans are still intimidated by traditional banking and remain hesitant to use modern financial services.

“The project is designed as an adult financial empowerment programme where you can teach people how to manage their money and about what’s important in terms of how you provide for yourself and protect your family [financially],” Whittingham said.

Participants in the Master Class can also expect to benefit from the financial lessons Ding Dong learnt from his grandmother as well as those he has picked up since commencing his business relationship with the GKFG, key among them – paying yourself first when you work.

He said this means “…taking care of yourself. You have to do something nice for yourself…because you work hard.”

Another lesson he said he has learnt is to set goals and start small.

For example: “Sometimes it doesn’t make sense to aim for that big house. People feel like goals are ultimate, like the big house and if I can’t that I’m not going to buy a house…so sometimes you have to start small from a one or two-bedroom house and you don’t take a loan outside of your means,” he said.

“You have to get something in your head and learn how to manoeuvre money. It’s easy to make money sometimes but it’s harder to keep it. Since my affiliation with GK, I’ve learned so much about money and banking. I’ve learned it’s not where you’re from, it's just your mindset of where you want to be,” he said.

The masterclasses can be accessed through the GKFG’s YouTube and Facebook pages.  "
GraceKennedy,03/02/2022,https://jamaica.loopnews.com/content/gracekenedys-2021-revenues-total-129-billion-122,"GraceKenedy’s 2021 revenues total $129 billion, up 12 %","GraceKennedy Group, which operates in the areas of food and financial services realised $129.3 billion in revenues for the year ended December 2021, an increase of $13.9 billion or 12 per cent over 2020.

Net profit totalled $8.9 billion, representing an increase of $2.1 billion or 30.4 per cent.

GK’s total assets grew by 16.4 per cent or $28.1 billion in 2021, up from $171.7 billion in 2020 to $199.8 billion.  

Commenting on the 2021 results, GK Group CEO, Don Wehby stated “In the face of the pandemic our GK team remained stronger together, consistently going above and beyond to provide our customers with the highest standard of products and services, whilst working to achieve our strategic goals. These results are testament to the hard work of our team and the loyalty of our customers around the world, who continue to support our businesses year after year.”

Wehby noted that the year is special to GK, as the company celebrates its 100th anniversary in 2022.

“It’s a monumental milestone for our company and for Jamaicans around the world, who are very much a part of our GK story. Also, to consistently be delivering such a strong performance after a century in operation is truly an extraordinary accomplishment.”

GK’s Foods business performed extremely well in 2021, despite the challenges associated with high inflation and supply chain delays. Both GK Foods – Domestic and GK Foods – International recorded double-digit growth in revenue and profitability over the previous year, with GK Foods (USA) LLC notably reporting an improved performance over the exceptional returns it recorded in 2020.

The GraceKennedy Financial Group (GKFG) also reported growth in revenue and profit before tax in 2021 when compared to 2020.

Notwithstanding the increasingly competitive remittance environment globally, GK’s Money Services segment ended the year with revenue and pre-tax profit exceeding 2020. GK’s Banking, Investments and Insurance segments also performed well in 2021.

GK continued executing its M&A strategy in 2021, adding Scotia Insurance Eastern Caribbean Limited (SIECL) to its portfolio. The regional entity was subsequently renamed GK Life Insurance Eastern Caribbean Limited (GK Life) and continues to offer credit protection in the Eastern Caribbean. The 876 Spring Water brand was also acquired by GK in 2021, further strengthening its position in the spring water market.

GK also advanced its digital transformation agenda in 2021 with the launch of its Digital Factory early in the year. A new e-commerce platform from GK’s Hi-Lo Food Stores supermarket chain, Hi-Lo Online, was also launched, and the development of GKFG’s much-anticipated GK ONE mobile app was completed.

“We will continue to execute GK’s strategy going forward, including our focus on M&A and digital transformation. Our new GK ONE app is slated for launch before the end of March, and we have several transactions in the pipeline as we advance our M&A strategy,” Wehby said.

Supply chain management, inventory management, and providing new delivery channels and innovative solutions also continue to be key areas of focus for our businesses.

“And of course, above all, we remain firmly committed to our we care mantra, by supporting the well-being of the communities we serve around the world and by making the health and safety of our team and other stakeholders our top priority,” the CEO added."
GraceKennedy,01/05/2022,https://jamaica.loopnews.com/content/gracekennedy-implements-vaccine-mandate,GraceKennedy implements vaccine mandate,"The GraceKennedy Group has announced that it will implement a COVID-19 vaccination policy for employees and contractors this year.

GK joins at least two other major companies to implement a vaccine mandate.

Under the policy, as of January 14, GK team members will be required to disclose their COVID-19 vaccination status to the company.

The COVID-19 vaccination requirement will then take effect on February 11, when all GK employees, contractors and consultants will be required to be either fully or partially vaccinated against COVID-19.

Then, on April 29, 2022, all GK employees, contractors and consultants will be required to be fully vaccinated against COVID-19 or be subject to COVID-19 PCR testing every two weeks.

If team members, contractors or consultants opt not to be fully vaccinated by April 29 and choose to take a PCR test instead, the cost of the tests will be borne by them.

GK Group CEO Don Wehby said the timing of the policy has been carefully considered based on the availability of vaccines in the markets where GK operates, and the time required between the first and second dose of some types of vaccines.



GraceKennedy Group CEO Don Wehby
Wehby said despite the company’s best efforts to sensitize staff via awareness sessions and vaccine blitzes, vaccination rates across the group vary considerably by location, and in some places, they remain too low.

“This is particularly worrying as the highly contagious Omicron variant of the virus spreads around the world. I consider the GK team a part of my extended family, and their safety is of paramount importance to me. So, in keeping with GK’s commitment and my own personal commitment to provide a safe working environment for our team, a COVID-19 vaccination policy is being rolled out across our Group,” Wehby told staff at a virtual town hall on Wednesday morning.

The vaccine policy will apply to all new and existing employees of GK and will also extend to the company’s third-party contractors, consultants, and independent contractors.

GK said applications for exemptions from the vaccination directive for medical reasons will be considered.

Details of the draft policy were presented to the GK team on Wednesday morning, and staff was given the opportunity to ask questions and provide feedback. Professor of Public Health, Epidemiology and HIV/AIDS Dr Peter Figueroa also presented on the importance of COVID-19 vaccination and participated in the question-and-answer segment at the town hall.

“Many of us have lost colleagues, friends, family members, and other loved ones to this virus. It has been an extremely difficult time for us all, so we must do all that we can to stop the spread of this devastating disease. I believe that widespread vaccination will be vital in winning our fight against COVID-19, and I have made a personal commitment to the GK team that I will do everything in my power to ensure that every GK team member who wishes to get vaccinated has the opportunity to do so,” Wehby said."
Barita,01/22/2023,https://jamaica.loopnews.com/content/barita-assures-clients-security-their-investment-top-priorityy,Barita assures clients security of their investment is top priority,"Leading investment and brokerage firm, Barita and its Board of Directors have moved to ""unreservedly assure"" its customers that the safety and security of their funds is the entity's top priority.

Barita gave the assurance in a letter sent on Sunday to its clients which has been obtained by Loop News.

The assurance follows the fraud scandal which has rocked Stocks and Securities Limited (SSL), which has generated unease in sections of the financial sector in Jamaica.

Barita told its clients that it's writing to address recent media reports regarding alleged financial fraud in the industry. The entity noted that the news has understandably raised concerns among the public regarding the safety and security of their investments. 

This positions the company to be a safe haven for its clients

""At Barita, we pride ourselves on our strong financial foundation established over the course of 45 years, further strengthened since the acquisition by Cornerstone, as reflected in our formidable prudential ratios, including our capital adequacy ratio which is significantly above regulatory requirements and well above the industry average.

""This positions the company to be a safe haven for its clients as we have the capacity to fully absorb several shocks, whether emanating from risk factors associated with financial markets or our business operations, including occupational fraud,"" the company wrote. 

Barita told its clients that with shareholders’ equity of over J$32 billion as at September 30, 2022, it has by far the largest capital base in the securities dealing industry. 

The entity noted that this makes it the third largest financial institution among commercial banks and securities dealers in the country by shareholders’ equity, a step that was deliberately taken over the last 4 years by Cornerstone. "
Barita,09/06/2022,https://jamaica.loopnews.com/content/barita-concludes-massive-land-purchase-st-ann,Barita concludes massive land purchase in St Ann,"Barita Investments Limited has inked a deal with an entity owned by businessman Karl Hendrickson, which has resulted in Barita being the new owner of 101.4 acres of land in St Ann which is part of Windsor Estate.

The land has a major beachfront and is situated in the vicinity of the Marina Bay development.

The land was purchased from National Continental Corporation Limited for approximately US $60M, which is over J$9 billion.

Paul Simpson — founder of the Cornerstone Group that owns Barita — was reportedly integral to inking the deal.

The 39-year-old Simpson, who has fast developed a reputation in local and regional corporate circles as an investment banker and funder raiser extraordinaire, is also the Deputy Chairman of Barita.

Simpson and senior executives at Barita were mum this week when contacted about the entity's latest land acquisition. However, reports indicate that the land bought from National Continental Corporation Limited will be used for the development of high-end villas, resort homes and luxury residential complexes.

Last year, Barita bought the 250-acre Reggae Beach property in St Mary from business mogul Michael Lee-Chin.

In recent months, Barita also purchased the three-acre Ruins property in St Ann.

The Reggae Beach property is expected to see major developments in the coming months as Barita has entered into a public/private sector arrangement for the construction and rollout of a multipurpose essential services development project."
Barita,07/08/2022,https://jamaica.loopnews.com/content/barita-makes-major-move-expand-real-estate-portfolioo,Barita makes major move to expand real estate portfolio,"Barita Investments has acquired a massive 1600 acres of prime beachfront property in the northern Jamaica parish of St Mary, Loop News has been informed.

The property was purchased as the entity moves to expand its footprints in the real estate market. 

The latest Barita real estate acquisition is located in the vicinity of the Ian Flemming Airport in St Mary, which is now eligible to receive international commercial flights.

Barita senior representatives are tight-lipped on the purchase but it's understood a contract has been inked sealing the deal.

The 1600-acre property was bought from a private sector entity, Loop News understands.

Barita also recently bought the nearly 300-acre Reggae Beach property which is also located in St Mary.

That property was purchased from billionaire businessman, Michael Lee-Chin."
Barita,05/20/2022,https://jamaica.loopnews.com/content/barita-receives-psojs-rating-corporate-governancee,Barita receives PSOJ’s A-rating for corporate governance,"Barita Investments Limited has been rated as one of the top-performing companies on the Jamaica Stock Exchange (JSE), following the Private Sector Organisation’s (PSOJ) performance review of companies listed on the Junior and Main Markets that conform to corporate governance best practices as outlined by the Corporate Governance Index (CGI). 

Company Chairman, Mark Myers, explained that the review conducted by the JSE through an independent body, the Corporate Governance Index Review Committee, further cements Barita’s reliability, efficiency and transparency as one of the island’s leading brokerage firms.

“This is a result of the last three years of resolute and collaborative work at the board level, which has been cascaded down to the management and staff at the company. It reflects our deep, uncompromising commitment to the highest standards of governance which involves the progressive establishment of robust structures, policies, procedures, and disclosure requirements. These are bedrock principles to ensuring the protection of our customers while sustainably delivering superior results over the long term to all stakeholders including our staff, shareholders and regulators”, he said.

The CGI scores are published annually and since 2019, Barita’s performance scores have shown significant improvement. The company’s CGI score of 59.40 in 2019, which is a CC rating, equivalent to the current average CGI rating for listed companies, has increased to 80.42 per cent, resulting in the company receiving a grade ‘A’ in the recent review.

“We are unrelenting in our pursuit of global best practice standards across our business. Notwithstanding our recent exemplary CGI score, we have a little more work to do to secure the highest possible scores in the different areas of the independent review, and so we will keep our heads down and continue to work towards further strengthening our governance infrastructure and practices”, Myers continued.  

Meanwhile, Deputy Chairman of Barita, Paul Simpson, commented: “Under the leadership and guidance of Michael Hylton, Barita’s newest Board Director and Chairman of the Board’s Governance Committee, together with Malindo Wallace, the company’s Group Legal Counsel and Company Secretary, the brokerage firm was able to effectively transform its governance structure and functions.”

Simpson pointed out that in addition to governance, risk management and compliance have been two critical areas that the boards of Barita and the Group have strengthened and transformed since the acquisition of the business by Cornerstone three years ago.

“We have established a comprehensive enterprise risk management framework that guides all key areas of our business operations to include strategic planning, on-book and off-book revenue-generating activities, operations management, internal controls, and inorganic related business expansion”, Simpson said.

Barita holds an industry-leading capital-to-risk weighted assets ratio of 52.4 per cent as at December 2021, which is well above the Financial Services Commission’s (FSC) minimum requirement of 10 per cent."
Barita,10/08/2021,https://jamaica.loopnews.com/content/barita-makes-us15000-donation-uhwis-covid-field-hospital-project,"Barita makes US$15,000 donation to UHWI's COVID field hospital project","Barita Investments Limited has donated US $15,000 to the University Hospital of the West Indies' special project which is intended to expand its facilities by between 60 to 80 additional beds for Covid-19 patients care. 

In a statement, Barita Investments noted that if made the donation to assist with the field hospital construction via the Private Sector Organisation of Jamaica (PSOJ) which is assisting in facilitating a multi-stakeholder private-sector initiative to assist the UHWI to expand its facilities.

Commenting on the project, Executive Director of Barita Foundation, Tanketa Chance-Wilson, noted that the donation is intended to fast-track emergency expansion efforts by the UHWI to add at least 19 modular hard-wall tent structures to its Accident and Emergency area, to help manage the spike in Covid-19 admissions.

Chance-Wilson said Barita Investments recognises that it's important to assist Jamaica in managing and overcoming what she described as arguably the greatest crisis which has faced the island and the globe, in general, in decades. 

Barita Investments Deputy Chairman, Paul Simpson, also commented on the contribution by the entity. 

Simpson said reports of discomfort being experienced by Jamaicans who contract COVID-19 are disturbing and the brokerage and investment firm is hopeful that its contribution will assist in easing the plight being faced by patients and healthcare workers who are operating in generally challenging circumstances.

Simpson also lauded healthcare workers in Jamaica for what he described as their stellar efforts in seeking to combat the pandemic.

He also commended other private sector stakeholders which have contributed to the UHWI field hospital/bed expansion initiative.

Simpson said he's confident that through a joint public/private sector effort, Jamaica will overcome current health and economic challenges which face the country.

The UHWI facility expansion project has seen a concrete base being built on the UHWI compound with an initial nineteen units.

The units have been equipped with the required equipment to facilitate, electricity, flow vents, with facilities for water supply and waste removal also included."
Barita,02/16/2021,https://jamaica.loopnews.com/content/barita-deploying-its-capital-extreme-caution,Barita deploying its capital with ‘extreme caution’,"Following a successful additional public offer (APO) in which it raised $13.5 billion in new capital, Barita Investments Limited is treading cautiously due to the market impact of increased liquidity.

Chairman Mark Myers, in comments attached to the company’s first-quarter results, ended December 31, 2020, said: “Having closed our landmark $13.5 billion additional public offer (APO) in Q4 of FY20, the group quickly pivoted to begin the process of deploying this capital efficiently during the first quarter of the 2021 financial year. 

“However, our performance must be interpreted within the context of the ongoing pandemic and the attendant monetary and fiscal policy initiatives.”

Myers said the policy response from central banks and governments has significantly increased liquidity in major financial markets, which, in conjunction with other factors, has buoyed risk-asset price levels. 

These said policy measures have, however, also potentially enabled a widening divergence between the state of underlying economic fundamentals and risk-assets prices, which has introduced an additional layer of risk for Barita’s managers, Myers noted.

Myers said against that background, “we have proceeded to deploy our capital with extreme caution and within the context of our robust risk management framework.”

He outlined that the company’s focus going forward is to continue growth initiatives aimed at expanding its capital market capabilities, broadening product offerings, and improving the ability to serve an expanding client base. 

“We will also continue to fortify our traditional business lines such as trading and asset management, being mindful of elevated risk levels resulting from the continued effects of the COVID-19 pandemic,” Myers added.  

For the first quarter ended December 31, 2020, Barita reported net profits after taxation of $1.02 billion registering a 103 per cent rise relative to $503 million, for the comparable period in 2019.

Net operating revenue of $2 billion for the December quarter 2020 represented an $862 million (76 per cent) increase over the comparative quarter of 2019. 

Revenue during the review period included net interest income which recorded a $159 million (76 per cent) increase to $367 million compared to December quarter 2019. 

Non-interest income for the December quarter 2020 grew by 76 per cent or $703 million to $1.6 billion relative to $923 million reported for December quarter 2019. 

Non-interest income as a percentage of net operating revenues was 82 per cent during the period. 

Revenue also included a gain on investment activities, a business segment related to managing the company’s proprietary trading portfolio, which closed the period registering a 165 per cent or $417 million increase to $670 million. 

Fees and commission income declined by 20 per cent to $466 million relative to the corresponding December quarter 2019 result of $578 million. 

Barita registered foreign exchange trading and translation gains of $486 million in Q1, which compares favourably to $87 million recorded in December quarter 2019.
 
Operating expenses totalled $679 million for the three months ended December 2020, a 38 per cent increase over the comparative quarter of 2019.

This was due to increases in staff costs (38 per cent) and administrative expenses (32 per cent), while the group’s expected credit losses (ECL) rose to $73 million up from $40 million in December quarter 2019, Barita stated.

The increase in ECL is a function of the significant balance sheet expansion, in particular the increasing credit portfolio, it was outlined.  

The rise in expenses was linked to human capital management, customer acquisition initiatives, and upgrades to customer experience infrastructure. 

Notwithstanding the growth in operating expenses, the Barita’s efficiency ratio was 34 per cent versus 43 per cent for December quarter 2019. 
 
Directors outlined that Barita’s on-book assets of $69.9 billion as at December 2020, represents a $24.7 billion or 55 per cent increase over December quarter 2019. 

This increase is largely due to a $26 billion growth in investment assets throughout the period. 

To fund the increase in total assets, total liabilities rose by 33 per cent or $10.3 billion to $41.4 billion when compared with December quarter 2019. At $36.6 billion, repos represent the single largest liability and represent a 29 per cent increase relative to December quarter 2019.   

The equity base of the group rose by 102 per cent or $14.4 billion year-over-year to close the reporting period at $28.5 billion. 

Directors said that the growth in shareholders’ equity was largely a result of the injection of additional equity in the group, arising from the $13.5 billion APO; and an increase in retained earnings, net of dividends declared during the period. 

“As we deploy capital, we will do so in a prudent manner with a focus on achieving optimal risk-adjusted returns while protecting against downside risk,” the chairman noted. "
Barita,12/25/2020,https://jamaica.loopnews.com/content/barita-almost-doubles-market-capitalisationn,Barita almost doubles market capitalisation,"Barita Investments Limited (BIL), which had a market capitalization of approximately $48 billion before an additional public offer (APO) in September, saw its capitalization grow to just over $90 billion on Christmas Eve.

Shares last traded at $83.97 per unit on December 23, 2020.

In September 2020 the company made an APO of common shares which was upsized to pull in $13.5 billion in new funding.

The offer ranged between $49 and $52 per share.

For the financial year ended September 2020, the company made a net profit of $2.76 billion, 61.6 per cent over the $1.71 billion earned at year-end September 2019.

Net operating revenue for the year ended was $5.21 billion, up 76.39 per cent from $3.98 billion the year before.

Basic earnings per share were $3.33 per stock unit, up from $2.42 at year-end 2019.

Cornerstone Investments Holdings Limited, now Cornerstone Financial Holdings Limited, acquired 75 per cent of the equity in Barita Investments Limited in 2018.

The subsidiary is a licensed securities dealer whose services include cambio/FX trading, investment banking, funds management and loans.

For the year ended net interest income was $882.59 million, up from $650.99 million the year before. 

The company’s upsized revenue intake included foreign exchange trading and translation gains of $978.45 million, up from $353.50 million at September 2019.

Additional revenue came from a gain on sale of investments of $1.41 billion, this compared to $1.87 billion in 2019."
Barita,09/25/2020,https://jamaica.loopnews.com/content/barita-shares-rockett,Barita shares rocket,"Investors traded shares in Barita Investments 30 per cent higher during the week ahead of the new shares coming on the market.

The shares started the week at $59.55 and closed Thursday at $76.61. The rise in the price also came with heavy volume support. On Thursday 2.5 million units traded and 1.1 million units on Wednesday.

Barita raised $13.5 billion in its latest additional public offer. The company shares total 825 million issued to shareholders but it created subscriptions for 260 million additional shares.

When additional shares are created, usually this results in the reduction in the stock price to reflect the dilution effect. The view is that investors are trading up the stock ahead of next week’s addition of new shares.

“The company anticipates that the new ordinary shares will be listed and begin trading on the Jamaica Stock Exchange by September 30, 2020,” said Barita in a notice to shareholders."